Symbol,Type,Entry Time,Exit Time,Lot Size,Net Credit (₹),Exit Reason,PnL (₹)
NIFTY,PE_SPREAD,2026-07-17 12:24:00,2026-07-20 12:45:00,1,36.5,SL Hit (50% Premium Appreciation),-19.3
NIFTY,PE_SPREAD,2026-07-17 12:30:00,2026-07-20 12:45:00,1,36.6,SL Hit (50% Premium Appreciation),-19.2
NIFTY,PE_SPREAD,2026-07-17 12:36:00,2026-07-20 12:45:00,1,36.6,SL Hit (50% Premium Appreciation),-19.2
NIFTY,PE_SPREAD,2026-07-17 12:39:00,2026-07-21 15:00:00,1,37.25,Target Hit (50% Premium Decay),25.9
NIFTY,PE_SPREAD,2026-07-17 12:45:00,2026-07-20 12:45:00,1,36.1,SL Hit (50% Premium Appreciation),-19.7
NIFTY,PE_SPREAD,2026-07-17 12:48:00,2026-07-20 12:45:00,1,36.15,SL Hit (50% Premium Appreciation),-19.65
NIFTY,PE_SPREAD,2026-07-17 13:00:00,2026-07-20 12:45:00,1,35.9,SL Hit (50% Premium Appreciation),-19.9
NIFTY,PE_SPREAD,2026-07-17 13:06:00,2026-07-20 12:45:00,1,35.9,SL Hit (50% Premium Appreciation),-19.9
NIFTY,PE_SPREAD,2026-07-17 13:09:00,2026-07-20 12:45:00,1,36.0,SL Hit (50% Premium Appreciation),-19.8
NIFTY,PE_SPREAD,2026-07-17 13:12:00,2026-07-20 12:45:00,1,36.0,SL Hit (50% Premium Appreciation),-19.8
NIFTY,PE_SPREAD,2026-07-17 13:15:00,2026-07-20 12:45:00,1,37.05,SL Hit (50% Premium Appreciation),-18.75
NIFTY,PE_SPREAD,2026-07-17 14:00:00,2026-07-20 14:03:00,1,34.25,Target Hit (50% Premium Decay),17.6
NIFTY,PE_SPREAD,2026-07-17 14:06:00,2026-07-20 14:03:00,1,33.45,Target Hit (50% Premium Decay),16.8
NIFTY,PE_SPREAD,2026-07-17 14:09:00,2026-07-21 09:15:00,1,31.5,Target Hit (50% Premium Decay),18.1
NIFTY,PE_SPREAD,2026-07-17 14:12:00,2026-07-20 12:45:00,1,29.35,SL Hit (50% Premium Appreciation),-15.65
NIFTY,PE_SPREAD,2026-07-17 14:33:00,2026-07-20 09:30:00,1,31.4,SL Hit (50% Premium Appreciation),-16.45
NIFTY,PE_SPREAD,2026-07-17 14:39:00,2026-07-20 09:27:00,1,30.0,SL Hit (50% Premium Appreciation),-15.25
NIFTY,PE_SPREAD,2026-07-17 14:42:00,2026-07-20 09:27:00,1,29.45,SL Hit (50% Premium Appreciation),-15.8
NIFTY,PE_SPREAD,2026-07-17 15:03:00,2026-07-20 09:18:00,1,28.5,SL Hit (50% Premium Appreciation),-15.55
NIFTY,PE_SPREAD,2026-07-17 15:06:00,2026-07-20 09:18:00,1,34.55,SL Hit (50% Premium Appreciation),-17.55
NIFTY,PE_SPREAD,2026-07-17 15:18:00,2026-07-20 09:27:00,1,35.4,SL Hit (50% Premium Appreciation),-18.8
NIFTY,PE_SPREAD,2026-07-17 15:21:00,2026-07-20 09:18:00,1,33.4,SL Hit (50% Premium Appreciation),-18.7
NIFTY,PE_SPREAD,2026-07-17 15:24:00,2026-07-20 09:18:00,1,32.9,SL Hit (50% Premium Appreciation),-19.2
NIFTY,CE_SPREAD,2026-07-20 10:36:00,2026-07-21 09:45:00,1,23.45,Target Hit (50% Premium Decay),11.95
NIFTY,CE_SPREAD,2026-07-20 10:39:00,2026-07-21 09:54:00,1,22.8,Target Hit (50% Premium Decay),11.75
NIFTY,CE_SPREAD,2026-07-20 10:42:00,2026-07-21 09:45:00,1,23.2,Target Hit (50% Premium Decay),11.7
NIFTY,CE_SPREAD,2026-07-20 10:54:00,2026-07-21 09:45:00,1,23.7,Target Hit (50% Premium Decay),12.2
NIFTY,CE_SPREAD,2026-07-20 11:03:00,2026-07-21 09:54:00,1,22.6,Target Hit (50% Premium Decay),11.55
NIFTY,CE_SPREAD,2026-07-20 11:06:00,2026-07-20 12:45:00,1,26.1,Target Hit (50% Premium Decay),13.95
NIFTY,CE_SPREAD,2026-07-20 11:12:00,2026-07-21 09:54:00,1,22.5,Target Hit (50% Premium Decay),11.45
NIFTY,CE_SPREAD,2026-07-20 11:15:00,2026-07-21 09:54:00,1,23.0,Target Hit (50% Premium Decay),11.95
NIFTY,CE_SPREAD,2026-07-20 11:24:00,2026-07-21 09:54:00,1,22.65,Target Hit (50% Premium Decay),11.6
NIFTY,CE_SPREAD,2026-07-20 11:30:00,2026-07-20 13:57:00,1,21.2,SL Hit (50% Premium Appreciation),-11.65
NIFTY,CE_SPREAD,2026-07-20 11:39:00,2026-07-20 13:45:00,1,20.75,SL Hit (50% Premium Appreciation),-11.05
NIFTY,CE_SPREAD,2026-07-20 11:42:00,2026-07-20 13:24:00,1,19.25,SL Hit (50% Premium Appreciation),-10.0
NIFTY,CE_SPREAD,2026-07-20 11:45:00,2026-07-20 13:21:00,1,18.8,SL Hit (50% Premium Appreciation),-9.6
NIFTY,CE_SPREAD,2026-07-20 12:15:00,2026-07-20 13:24:00,1,19.15,SL Hit (50% Premium Appreciation),-10.1
NIFTY,CE_SPREAD,2026-07-20 12:24:00,2026-07-20 13:12:00,1,16.45,SL Hit (50% Premium Appreciation),-8.9
NIFTY,CE_SPREAD,2026-07-20 12:36:00,2026-07-20 13:12:00,1,21.6,SL Hit (50% Premium Appreciation),-12.95
NIFTY,CE_SPREAD,2026-07-20 12:45:00,2026-07-20 13:12:00,1,18.0,SL Hit (50% Premium Appreciation),-16.55
NIFTY,CE_SPREAD,2026-07-20 12:54:00,2026-07-20 13:12:00,1,22.65,SL Hit (50% Premium Appreciation),-11.9
NIFTY,CE_SPREAD,2026-07-20 13:45:00,2026-07-21 09:15:00,1,22.65,Target Hit (50% Premium Decay),12.9
NIFTY,CE_SPREAD,2026-07-20 13:54:00,2026-07-21 09:15:00,1,21.9,Target Hit (50% Premium Decay),12.15
NIFTY,PE_SPREAD,2026-07-20 14:12:00,2026-07-21 13:36:00,1,18.7,Target Hit (50% Premium Decay),9.35
NIFTY,PE_SPREAD,2026-07-20 14:21:00,2026-07-21 13:39:00,1,17.2,Target Hit (50% Premium Decay),8.85
NIFTY,PE_SPREAD,2026-07-20 14:24:00,2026-07-21 13:39:00,1,17.65,Target Hit (50% Premium Decay),9.3
NIFTY,PE_SPREAD,2026-07-20 14:27:00,2026-07-21 13:39:00,1,17.4,Target Hit (50% Premium Decay),9.05
NIFTY,PE_SPREAD,2026-07-20 14:30:00,2026-07-21 13:39:00,1,18.45,Target Hit (50% Premium Decay),10.1
NIFTY,PE_SPREAD,2026-07-20 14:54:00,2026-07-21 13:33:00,1,19.5,Target Hit (50% Premium Decay),9.75
NIFTY,PE_SPREAD,2026-07-20 15:15:00,2026-07-21 13:36:00,1,19.0,Target Hit (50% Premium Decay),9.65
NIFTY,PE_SPREAD,2026-07-20 15:18:00,2026-07-21 13:39:00,1,18.35,Target Hit (50% Premium Decay),10.0
NIFTY,PE_SPREAD,2026-07-20 15:21:00,2026-07-21 13:39:00,1,17.5,Target Hit (50% Premium Decay),9.15
NIFTY,PE_SPREAD,2026-07-20 15:24:00,2026-07-21 13:39:00,1,17.45,Target Hit (50% Premium Decay),9.1
NIFTY,PE_SPREAD,2026-07-21 09:21:00,2026-07-21 10:21:00,1,11.0,SL Hit (50% Premium Appreciation),-8.1
NIFTY,PE_SPREAD,2026-07-21 09:27:00,2026-07-21 10:15:00,1,10.0,SL Hit (50% Premium Appreciation),-5.1
NIFTY,PE_SPREAD,2026-07-21 09:45:00,2026-07-21 10:36:00,1,13.35,SL Hit (50% Premium Appreciation),-11.0
NIFTY,PE_SPREAD,2026-07-21 09:54:00,2026-07-21 10:21:00,1,11.65,SL Hit (50% Premium Appreciation),-7.45
NIFTY,CE_SPREAD,2026-07-21 11:18:00,2026-07-21 12:45:00,1,4.25,Target Hit (50% Premium Decay),2.25
NIFTY,CE_SPREAD,2026-07-21 11:21:00,2026-07-21 12:51:00,1,3.8,Target Hit (50% Premium Decay),2.1
NIFTY,CE_SPREAD,2026-07-21 11:24:00,2026-07-21 12:51:00,1,3.75,Target Hit (50% Premium Decay),2.05
NIFTY,CE_SPREAD,2026-07-21 11:27:00,2026-07-21 12:57:00,1,3.35,Target Hit (50% Premium Decay),2.0
NIFTY,CE_SPREAD,2026-07-21 11:39:00,2026-07-21 12:57:00,1,3.1,Target Hit (50% Premium Decay),1.75
NIFTY,CE_SPREAD,2026-07-21 12:00:00,2026-07-21 12:54:00,1,8.3,Target Hit (50% Premium Decay),4.35
NIFTY,CE_SPREAD,2026-07-21 12:15:00,2026-07-21 12:57:00,1,6.8,Target Hit (50% Premium Decay),3.9
NIFTY,CE_SPREAD,2026-07-21 12:18:00,2026-07-21 12:54:00,1,8.25,Target Hit (50% Premium Decay),4.3
NIFTY,CE_SPREAD,2026-07-21 12:30:00,2026-07-21 12:57:00,1,7.3,Target Hit (50% Premium Decay),4.4
NIFTY,CE_SPREAD,2026-07-21 12:42:00,2026-07-21 13:12:00,1,2.15,Target Hit (50% Premium Decay),1.1
NIFTY,CE_SPREAD,2026-07-21 12:45:00,2026-07-21 13:15:00,1,2.0,Target Hit (50% Premium Decay),1.1
NIFTY,CE_SPREAD,2026-07-21 12:48:00,2026-07-21 13:15:00,1,5.2,Target Hit (50% Premium Decay),2.6
NIFTY,CE_SPREAD,2026-07-21 12:54:00,2026-07-21 13:54:00,1,3.95,Target Hit (50% Premium Decay),2.2
NIFTY,CE_SPREAD,2026-07-21 13:00:00,2026-07-21 13:27:00,1,2.8,SL Hit (50% Premium Appreciation),-2.45
NIFTY,CE_SPREAD,2026-07-21 13:12:00,2026-07-21 13:27:00,1,2.7,SL Hit (50% Premium Appreciation),-2.55
NIFTY,CE_SPREAD,2026-07-21 13:15:00,2026-07-21 13:27:00,1,2.6,SL Hit (50% Premium Appreciation),-2.65
NIFTY,CE_SPREAD,2026-07-21 13:54:00,2026-07-21 14:27:00,1,0.45,Target Hit (50% Premium Decay),0.25
NIFTY,CE_SPREAD,2026-07-21 13:57:00,2026-07-21 14:03:00,1,1.4,SL Hit (50% Premium Appreciation),-0.75
NIFTY,CE_SPREAD,2026-07-21 14:03:00,2026-07-21 14:06:00,1,0.55,Target Hit (50% Premium Decay),0.3
NIFTY,CE_SPREAD,2026-07-21 14:09:00,2026-07-21 14:21:00,1,1.1,SL Hit (50% Premium Appreciation),-0.7
NIFTY,CE_SPREAD,2026-07-21 14:15:00,2026-07-21 14:18:00,1,0.9,SL Hit (50% Premium Appreciation),-0.6
NIFTY,CE_SPREAD,2026-07-21 14:18:00,2026-07-21 14:36:00,1,1.5,Target Hit (50% Premium Decay),0.95
NIFTY,CE_SPREAD,2026-07-21 14:30:00,2026-07-21 14:36:00,1,1.15,Target Hit (50% Premium Decay),0.6
NIFTY,CE_SPREAD,2026-07-21 14:39:00,2026-07-21 14:54:00,1,0.7,SL Hit (50% Premium Appreciation),-0.8
NIFTY,CE_SPREAD,2026-07-21 14:48:00,2026-07-21 14:54:00,1,0.95,SL Hit (50% Premium Appreciation),-0.55
NIFTY,CE_SPREAD,2026-07-22 10:15:00,2026-07-23 12:30:00,1,31.6,Target Hit (50% Premium Decay),16.35
NIFTY,CE_SPREAD,2026-07-22 10:18:00,2026-07-23 12:39:00,1,36.55,Target Hit (50% Premium Decay),19.2
NIFTY,CE_SPREAD,2026-07-22 10:33:00,2026-07-23 12:39:00,1,34.85,Target Hit (50% Premium Decay),17.5
NIFTY,CE_SPREAD,2026-07-22 10:39:00,2026-07-23 12:42:00,1,34.4,Target Hit (50% Premium Decay),18.25
NIFTY,CE_SPREAD,2026-07-22 11:15:00,2026-07-23 12:39:00,1,36.85,Target Hit (50% Premium Decay),19.5
NIFTY,CE_SPREAD,2026-07-22 11:54:00,2026-07-23 12:30:00,1,31.4,Target Hit (50% Premium Decay),16.15
NIFTY,CE_SPREAD,2026-07-22 13:06:00,2026-07-23 12:42:00,1,33.05,Target Hit (50% Premium Decay),16.9
NIFTY,CE_SPREAD,2026-07-22 13:09:00,2026-07-23 13:06:00,1,31.65,Target Hit (50% Premium Decay),16.6
NIFTY,CE_SPREAD,2026-07-22 13:12:00,2026-07-23 13:03:00,1,32.25,Target Hit (50% Premium Decay),16.35
NIFTY,CE_SPREAD,2026-07-22 13:24:00,2026-07-23 13:06:00,1,31.75,Target Hit (50% Premium Decay),16.7
NIFTY,CE_SPREAD,2026-07-22 13:30:00,2026-07-23 12:42:00,1,33.35,Target Hit (50% Premium Decay),17.2
NIFTY,CE_SPREAD,2026-07-22 13:42:00,2026-07-23 12:42:00,1,33.8,Target Hit (50% Premium Decay),17.65
NIFTY,CE_SPREAD,2026-07-22 13:48:00,2026-07-23 12:42:00,1,32.5,Target Hit (50% Premium Decay),16.35
NIFTY,CE_SPREAD,2026-07-22 13:51:00,2026-07-23 12:42:00,1,32.6,Target Hit (50% Premium Decay),16.45
NIFTY,CE_SPREAD,2026-07-22 14:00:00,2026-07-23 12:42:00,1,32.85,Target Hit (50% Premium Decay),16.7
NIFTY,CE_SPREAD,2026-07-22 14:03:00,2026-07-23 13:03:00,1,31.9,Target Hit (50% Premium Decay),16.0
NIFTY,CE_SPREAD,2026-07-22 14:06:00,2026-07-23 13:03:00,1,32.0,Target Hit (50% Premium Decay),16.1
NIFTY,CE_SPREAD,2026-07-22 14:12:00,2026-07-23 13:06:00,1,31.25,Target Hit (50% Premium Decay),16.2
NIFTY,CE_SPREAD,2026-07-22 14:24:00,2026-07-23 13:06:00,1,31.15,Target Hit (50% Premium Decay),16.1
NIFTY,CE_SPREAD,2026-07-22 14:27:00,2026-07-23 13:06:00,1,31.0,Target Hit (50% Premium Decay),15.95
NIFTY,CE_SPREAD,2026-07-22 14:30:00,2026-07-24 09:15:00,1,35.75,Target Hit (50% Premium Decay),23.55
NIFTY,CE_SPREAD,2026-07-22 14:42:00,2026-07-23 13:06:00,1,31.5,Target Hit (50% Premium Decay),16.45
NIFTY,CE_SPREAD,2026-07-22 14:45:00,2026-07-23 13:03:00,1,31.95,Target Hit (50% Premium Decay),16.05
NIFTY,CE_SPREAD,2026-07-22 14:48:00,2026-07-23 12:42:00,1,32.6,Target Hit (50% Premium Decay),16.45
NIFTY,CE_SPREAD,2026-07-22 14:57:00,2026-07-23 13:06:00,1,31.65,Target Hit (50% Premium Decay),16.6
NIFTY,CE_SPREAD,2026-07-22 15:00:00,2026-07-23 13:03:00,1,32.05,Target Hit (50% Premium Decay),16.15
NIFTY,CE_SPREAD,2026-07-22 15:24:00,2026-07-23 12:42:00,1,33.25,Target Hit (50% Premium Decay),17.1
NIFTY,CE_SPREAD,2026-07-22 15:27:00,2026-07-23 12:42:00,1,34.25,Target Hit (50% Premium Decay),18.1
NIFTY,CE_SPREAD,2026-07-23 09:15:00,2026-07-24 09:15:00,1,32.6,Target Hit (50% Premium Decay),17.2
NIFTY,CE_SPREAD,2026-07-23 09:48:00,2026-07-24 09:15:00,1,34.85,Target Hit (50% Premium Decay),19.45
NIFTY,CE_SPREAD,2026-07-23 09:51:00,2026-07-24 09:15:00,1,36.8,Target Hit (50% Premium Decay),21.4
NIFTY,CE_SPREAD,2026-07-23 10:24:00,2026-07-24 09:15:00,1,34.1,Target Hit (50% Premium Decay),21.9
NIFTY,CE_SPREAD,2026-07-23 10:54:00,2026-07-24 09:15:00,1,35.45,Target Hit (50% Premium Decay),23.25
NIFTY,CE_SPREAD,2026-07-23 11:15:00,2026-07-24 09:15:00,1,34.0,Target Hit (50% Premium Decay),21.8
NIFTY,CE_SPREAD,2026-07-23 11:57:00,2026-07-24 09:15:00,1,31.6,Target Hit (50% Premium Decay),19.4
NIFTY,CE_SPREAD,2026-07-23 12:06:00,2026-07-24 09:15:00,1,31.6,Target Hit (50% Premium Decay),19.4
NIFTY,CE_SPREAD,2026-07-23 12:12:00,2026-07-24 09:15:00,1,28.9,Target Hit (50% Premium Decay),16.7
NIFTY,CE_SPREAD,2026-07-23 12:15:00,2026-07-24 09:15:00,1,29.1,Target Hit (50% Premium Decay),16.9
NIFTY,CE_SPREAD,2026-07-23 13:24:00,2026-07-24 09:42:00,1,29.3,Target Hit (50% Premium Decay),14.9
NIFTY,CE_SPREAD,2026-07-23 13:27:00,2026-07-24 09:42:00,1,29.35,Target Hit (50% Premium Decay),14.95
NIFTY,CE_SPREAD,2026-07-23 13:30:00,2026-07-24 09:48:00,1,28.65,Target Hit (50% Premium Decay),14.55
NIFTY,CE_SPREAD,2026-07-23 13:33:00,2026-07-24 09:45:00,1,28.75,Target Hit (50% Premium Decay),14.4
NIFTY,CE_SPREAD,2026-07-23 13:36:00,2026-07-24 09:42:00,1,30.2,Target Hit (50% Premium Decay),15.8
NIFTY,CE_SPREAD,2026-07-23 14:12:00,2026-07-24 09:42:00,1,29.95,Target Hit (50% Premium Decay),15.55
NIFTY,CE_SPREAD,2026-07-23 14:15:00,2026-07-24 09:36:00,1,31.0,Target Hit (50% Premium Decay),15.85
NIFTY,CE_SPREAD,2026-07-23 14:21:00,2026-07-24 09:36:00,1,32.2,Target Hit (50% Premium Decay),17.05
NIFTY,CE_SPREAD,2026-07-23 14:30:00,2026-07-24 09:36:00,1,31.65,Target Hit (50% Premium Decay),16.5
NIFTY,CE_SPREAD,2026-07-23 14:33:00,2026-07-24 09:27:00,1,35.3,Target Hit (50% Premium Decay),17.65
NIFTY,CE_SPREAD,2026-07-23 14:39:00,2026-07-24 09:36:00,1,30.5,Target Hit (50% Premium Decay),15.35
NIFTY,CE_SPREAD,2026-07-24 10:30:00,2026-07-24 12:27:00,1,39.3,SL Hit (50% Premium Appreciation),-19.8
NIFTY,CE_SPREAD,2026-07-24 10:33:00,2026-07-24 12:30:00,1,39.55,SL Hit (50% Premium Appreciation),-20.55
NIFTY,CE_SPREAD,2026-07-24 10:36:00,2026-07-24 12:48:00,1,41.2,SL Hit (50% Premium Appreciation),-22.6
NIFTY,CE_SPREAD,2026-07-24 10:57:00,2026-07-24 12:27:00,1,32.95,SL Hit (50% Premium Appreciation),-19.35
NIFTY,CE_SPREAD,2026-07-24 11:06:00,2026-07-24 12:27:00,1,32.8,SL Hit (50% Premium Appreciation),-19.5
NIFTY,CE_SPREAD,2026-07-24 11:09:00,2026-07-24 12:24:00,1,32.15,SL Hit (50% Premium Appreciation),-16.1
NIFTY,CE_SPREAD,2026-07-24 11:12:00,2026-07-24 12:27:00,1,32.3,SL Hit (50% Premium Appreciation),-20.0
NIFTY,CE_SPREAD,2026-07-24 13:06:00,2026-07-27 09:15:00,1,35.75,SL Hit (50% Premium Appreciation),-24.6
NIFTY,CE_SPREAD,2026-07-24 13:33:00,2026-07-27 09:15:00,1,34.1,SL Hit (50% Premium Appreciation),-26.25
NIFTY,CE_SPREAD,2026-07-24 13:42:00,2026-07-27 09:15:00,1,32.35,SL Hit (50% Premium Appreciation),-28.0
NIFTY,PE_SPREAD,2026-07-24 13:51:00,2026-07-27 09:15:00,1,23.0,Target Hit (50% Premium Decay),17.7
NIFTY,PE_SPREAD,2026-07-24 13:54:00,2026-07-27 09:15:00,1,26.75,Target Hit (50% Premium Decay),18.95
NIFTY,PE_SPREAD,2026-07-24 14:12:00,2026-07-27 09:15:00,1,25.4,Target Hit (50% Premium Decay),17.6
NIFTY,PE_SPREAD,2026-07-24 14:15:00,2026-07-27 09:15:00,1,25.5,Target Hit (50% Premium Decay),17.7
NIFTY,PE_SPREAD,2026-07-24 14:54:00,2026-07-27 09:15:00,1,25.55,Target Hit (50% Premium Decay),17.75
NIFTY,PE_SPREAD,2026-07-24 15:15:00,2026-07-27 09:15:00,1,20.55,Target Hit (50% Premium Decay),15.25
NIFTY,PE_SPREAD,2026-07-24 15:21:00,2026-07-27 09:15:00,1,20.0,Target Hit (50% Premium Decay),14.7
NIFTY,PE_SPREAD,2026-07-24 15:27:00,2026-07-27 09:15:00,1,25.2,Target Hit (50% Premium Decay),17.4
NIFTY,PE_SPREAD,2026-07-27 10:00:00,2026-07-27 14:00:00,1,20.4,Target Hit (50% Premium Decay),10.25
NIFTY,PE_SPREAD,2026-07-27 10:15:00,2026-07-27 14:00:00,1,20.65,Target Hit (50% Premium Decay),10.5
NIFTY,PE_SPREAD,2026-07-27 10:45:00,2026-07-27 14:00:00,1,20.7,Target Hit (50% Premium Decay),10.55
NIFTY,PE_SPREAD,2026-07-27 10:54:00,2026-07-27 13:15:00,1,14.5,Target Hit (50% Premium Decay),7.85
NIFTY,PE_SPREAD,2026-07-27 10:57:00,2026-07-27 14:00:00,1,12.95,Target Hit (50% Premium Decay),6.75
NIFTY,PE_SPREAD,2026-07-27 11:00:00,2026-07-27 14:09:00,1,18.7,Target Hit (50% Premium Decay),9.4
NIFTY,PE_SPREAD,2026-07-27 11:09:00,2026-07-27 14:06:00,1,19.6,Target Hit (50% Premium Decay),9.95
NIFTY,PE_SPREAD,2026-07-27 11:18:00,2026-07-27 14:24:00,1,16.7,Target Hit (50% Premium Decay),8.65
NIFTY,PE_SPREAD,2026-07-27 11:57:00,2026-07-27 15:00:00,1,14.05,Target Hit (50% Premium Decay),7.05
NIFTY,PE_SPREAD,2026-07-27 12:03:00,2026-07-27 15:00:00,1,15.5,Target Hit (50% Premium Decay),8.5
NIFTY,PE_SPREAD,2026-07-27 12:18:00,2026-07-27 15:00:00,1,14.45,Target Hit (50% Premium Decay),7.45
NIFTY,PE_SPREAD,2026-07-27 12:24:00,2026-07-27 15:09:00,1,13.95,Target Hit (50% Premium Decay),7.2
NIFTY,PE_SPREAD,2026-07-27 12:27:00,2026-07-27 15:00:00,1,14.95,Target Hit (50% Premium Decay),7.95
NIFTY,PE_SPREAD,2026-07-27 12:33:00,2026-07-27 15:00:00,1,14.35,Target Hit (50% Premium Decay),7.35
NIFTY,PE_SPREAD,2026-07-27 12:48:00,2026-07-27 15:00:00,1,14.4,Target Hit (50% Premium Decay),7.4
NIFTY,PE_SPREAD,2026-07-27 13:00:00,2026-07-27 15:09:00,1,13.75,Target Hit (50% Premium Decay),7.0
NIFTY,PE_SPREAD,2026-07-27 13:03:00,2026-07-27 15:21:00,1,12.0,Target Hit (50% Premium Decay),6.55
NIFTY,PE_SPREAD,2026-07-27 13:15:00,2026-07-27 13:33:00,1,10.8,SL Hit (50% Premium Appreciation),-6.55
NIFTY,PE_SPREAD,2026-07-27 13:45:00,2026-07-27 15:21:00,1,12.15,Target Hit (50% Premium Decay),6.7
NIFTY,PE_SPREAD,2026-07-27 13:48:00,2026-07-27 15:15:00,1,13.25,Target Hit (50% Premium Decay),6.7
NIFTY,PE_SPREAD,2026-07-27 13:54:00,2026-07-27 15:21:00,1,11.95,Target Hit (50% Premium Decay),6.5
NIFTY,PE_SPREAD,2026-07-27 14:42:00,2026-07-28 09:15:00,1,13.65,Target Hit (50% Premium Decay),7.2
NIFTY,PE_SPREAD,2026-07-27 14:45:00,2026-07-28 09:15:00,1,14.45,Target Hit (50% Premium Decay),8.0
NIFTY,PE_SPREAD,2026-07-27 14:54:00,2026-07-28 09:15:00,1,13.5,Target Hit (50% Premium Decay),7.05
NIFTY,PE_SPREAD,2026-07-27 14:57:00,2026-07-28 09:15:00,1,13.95,Target Hit (50% Premium Decay),7.5
NIFTY,PE_SPREAD,2026-07-27 15:03:00,2026-07-28 09:18:00,1,12.15,Target Hit (50% Premium Decay),7.2
NIFTY,PE_SPREAD,2026-07-27 15:09:00,2026-07-28 09:18:00,1,11.4,Target Hit (50% Premium Decay),6.45
NIFTY,PE_SPREAD,2026-07-27 15:12:00,2026-07-28 09:18:00,1,11.4,Target Hit (50% Premium Decay),6.45
NIFTY,PE_SPREAD,2026-07-27 15:21:00,2026-07-28 10:36:00,1,9.45,Target Hit (50% Premium Decay),5.15
NIFTY,PE_SPREAD,2026-07-27 15:24:00,2026-07-28 10:36:00,1,9.9,Target Hit (50% Premium Decay),5.6
NIFTY,PE_SPREAD,2026-07-27 15:27:00,2026-07-28 10:36:00,1,9.05,Target Hit (50% Premium Decay),4.75
NIFTY,PE_SPREAD,2026-07-28 09:15:00,2026-07-28 10:03:00,1,3.05,SL Hit (50% Premium Appreciation),-1.9
NIFTY,PE_SPREAD,2026-07-28 09:18:00,2026-07-28 09:24:00,1,10.45,SL Hit (50% Premium Appreciation),-6.1
NIFTY,PE_SPREAD,2026-07-28 09:24:00,2026-07-28 10:42:00,1,8.3,Target Hit (50% Premium Decay),4.5
NIFTY,PE_SPREAD,2026-07-28 09:36:00,2026-07-28 10:00:00,1,5.45,SL Hit (50% Premium Appreciation),-2.8
NIFTY,PE_SPREAD,2026-07-28 09:39:00,2026-07-28 10:03:00,1,5.7,SL Hit (50% Premium Appreciation),-5.25
NIFTY,PE_SPREAD,2026-07-28 09:57:00,2026-07-28 10:00:00,1,5.25,SL Hit (50% Premium Appreciation),-3.0
NIFTY,PE_SPREAD,2026-07-28 10:00:00,2026-07-28 10:42:00,1,8.25,Target Hit (50% Premium Decay),4.45
NIFTY,PE_SPREAD,2026-07-28 10:18:00,2026-07-28 10:48:00,1,6.6,Target Hit (50% Premium Decay),3.4
NIFTY,PE_SPREAD,2026-07-28 10:27:00,2026-07-28 10:48:00,1,7.0,Target Hit (50% Premium Decay),3.8
NIFTY,PE_SPREAD,2026-07-28 10:33:00,2026-07-28 10:51:00,1,5.85,Target Hit (50% Premium Decay),2.95
NIFTY,PE_SPREAD,2026-07-28 10:39:00,2026-07-28 11:45:00,1,4.45,Target Hit (50% Premium Decay),2.35
NIFTY,PE_SPREAD,2026-07-28 11:18:00,2026-07-28 13:12:00,1,7.75,SL Hit (50% Premium Appreciation),-4.05
NIFTY,PE_SPREAD,2026-07-28 11:42:00,2026-07-28 13:09:00,1,2.25,SL Hit (50% Premium Appreciation),-1.2
